,Date,Time,Location,Operator,FlightNr,Route,AC Type,Registration,SerialNr,Aboard,Aboard Passangers,Aboard Crew,Fatalities,Fatalities Passangers,Fatalities Crew,Ground,Summary,CrashLong,CrashLat,StartEnd,latStart,longStart,latEnd,longEnd
102,1925-09-03,05:30:00,"Caldwell, Ohio",Military - U.S. Navy,,"Lakehurst, NJ - S.t Louis, MO",Dirigible ZR-1 Shenandoah (airship),ZR-1,0,43,0,0,14,0.0,0.0,0,"The Shenandoah was flying over Southern Ohio when she abruptly encountered violent atmospheric conditions (thunderstorms). Powerful air currents buffeted her so severely that her crew was unable to maintain control. Rising rapidly above her pressure height, then falling and rising again, her hull structure was overstressed amidships, breaking the airship in two. Shenandoah's external control car and two engine cars fell free, carrying the dirigible's commanding officer and several other men to their deaths. The stern section came down nearby, while several men were able to fly the bow section to ground as a free balloon.",-81.51651269999999,39.74785079999999,"Lakehurst, NJ-S.t Louis, MO",40.014561,-74.3112574,38.6270025,-90.19940419999999
103,1925-09-07,,"Toul, France",CIDNA,, ,Spad 33,,0,0,0,0,0,0.0,0.0,0,,5.890159,48.678296, ,,,,
104,1925-10-01,,"Mt. Nittany, Ohio",US Aerial Mail Service,,New York - San Francisco,De Havilland DH-4,385,0,1,0,1,1,0.0,1.0,0,Crashed into a wooded area on Mt. Nittany in fog and low visibility.,-82.90712300000001,40.4172871,New York-San Francisco,40.7127753,-74.0059728,37.7749295,-122.4194155
105,1925-11-14,,"Nouadhibou, Mauritania",Lignes Aeriennes Latecoere,, ,Breguet 14,F-AEGZ,168,1,0,1,1,0.0,1.0,0,The pilot suffered sunstroke lost control of the plane and crashed.,-17.0362272,20.9425179, ,,,,
106,1925-11-14,,"Off Boulogne-sur-Mer, France",Air Union,, ,Farman F-60 Goliath,F-AMFY,0,2,0,0,2,0.0,0.0,0,,1.613334,50.725231, ,,,,
107,1926-02-12,,"Montpelier, Ohio",US Aerial Mail Service,, ,Curtiss Carrier Pigeon,602,0,1,0,1,1,0.0,1.0,0,"While the mail plane was flying at a low altitude, the  aircraft hit trees and crashed in a wooded area.",-84.6055076,41.5844951, ,,,,
108,1926-03-08,,"Staaken, Germany",Deutche Lufthansa,, ,Junkers F-13,D-290 D-290,665,1,0,1,1,0.0,1.0,0,While in a training filight the aircraft stalled and crashed while attempting to land.,13.1415974,52.53250329999999, ,,,,
109,1926-05-31,,English Channel,Air Union,,Paris - Cryodon,Breguet 14,F-ADAI,1908,1,0,1,1,0.0,1.0,0,The mail plane crashed into the English Channel and was never found.,-0.357056,50.134664,Paris-Cryodon,48.856614,2.3522219,51.3769529,-0.0956895
110,1926-07-03,,"Rossaugpt, Czechoslovakia",Compagnie Internationale de Navigation AÃ©rienne,,Paris - Prague - Budapest,Caudron C-61,F-AFBT,5307,6,4,2,6,4.0,2.0,0,Crashed while en route into a mountain in adverse weather conditions. The pilot was flying at too low of an altitude.,,,Paris-Budapest,48.856614,2.3522219,47.497912,19.040235
111,1926-07-09,09:30:00,"Wolvertem, Belgium",KLM Royal Dutch Airlines,,Amsterdam - Rotterdam - Brussels - Paris,Fokker F7,H-NACC,4759,2,1,1,2,1.0,1.0,0,Crashed into the ground while descending in poor weather.,4.30927,50.95088,Amsterdam-Paris,52.3675734,4.9041389,48.856614,2.3522219
112,1926-07-24,,"Juist, Germany",Deutsche Lufthansa,, ,Junkers F-13,D-272,660,5,4,1,5,4.0,1.0,0,Crashed under weather related.circumstances.,7.008163,53.681385, ,,,,
113,1926-08-18,,"Hurst, Kent, England",Air Union,,"Lebourget, France - Croydon, England",Bleriot 155,F-AIEB,2,15,13,2,3,2.0,1.0,0,The plane made a forced landing at Romney Marsh  in heavy fog.  Engine failure. The pilot initally survived but died a day later.,0.5217254000000001,51.2787075,"Lebourget, France-Croydon, England",48.936752,2.425377,51.3769529,-0.0956895
114,1926-09-26,,"New York, New York",,,New York - Paris,Sikorsky S-25,,0,5,4,1,2,2.0,0.0,0,Too much weight caused the landing gear to collapse as the plane took off for Paris on the first trans-Atlantic passenger flight.,-74.0059728,40.7127753,New York-Paris,40.7127753,-74.0059728,48.856614,2.3522219
115,1926-10-02,15:27:00,"Leigh, Kent, Unied Kingdom",Air Union,,Paris - London,Bleriot 155,F- AICQ,1,7,5,2,7,5.0,2.0,0,"After an engine fire, the pilot attempts to make an emergency landing at Penshurst Airfield but crashed..",0.218376,51.198733,Paris-London,48.856614,2.3522219,51.5072178,-0.1275862
116,1926-10-08,,"Bueren, Germany",Deutsche Lufthansa,, ,Fokker FG III,D-468,1554,4,3,1,4,3.0,1.0,0,Weather related.,8.5597678,51.55092, ,,,,
117,1926-10-21,13:15:00,English Channel,Imperial Airways,,Croydon - Paris,Handley Page W-10,G-EBMS,W10/3,12,10,2,0,0.0,0.0,0,"The plane was on a flight from London to Paris when power was lost to the starboard engine. The aircraft began to lose altitude until it eventually ditched into the sea about 18 miles from the English coast. The plane stayed afloat long enough for the fishing boat Invicta, piloted by Captain Marshall, to rescue all aboard. The plane was named Prince Henry.",-0.357056,50.134664,Croydon-Paris,51.3769529,-0.0956895,48.856614,2.3522219
118,1926-11-11,08:00:00,"Cape Bojador, Morocco",Grands Express Aeriens,,Casablanca -Dakar,Breguet 14,F-AFAX,198,3,3,0,3,3.0,0.0,0,"While en route and cruising along the shore, the mail plane's engine failed. The crew made an emergency landing on a beach near Cape Bojador. After the landing, crew was attacked by Maures tribesmen and killed while the aircraft was set on fire and destroyed.",-7.092619999999999,31.791702,Casablanca -Dakar,33.5731104,-7.589843399999999,14.716677,-17.4676861
119,1926-12-16,,"Medford, Oregon",Pacific Air Transport,, ,Ryan M-1,2,0,1,0,1,1,0.0,1.0,0,The postal plane crashed into a mountain slope in foggy conditions.,-122.8755949,42.3265152, ,,,,
120,1927-01-12,,"Estaires, France",Fokker,,Delivery flight,Fokker F-VII,G-EBPL,4938,0,0,2,0,0.0,2.0,0,The flight crew encountered poor weather conditions and made an emergency landing. The aircraft landed in a field badly damaged and written off.,2.721848,50.644248, ,,,,
121,1927-03-20,,"Rabat, Morocco",Grands Express Aeriens,,Casablanca - Oran,Breguet 14,F-ALRA,0,1,0,1,1,0.0,1.0,0,Unknown.,-6.8498129,33.9715904,Casablanca-Oran,33.5731104,-7.589843399999999,35.6987388,-0.6349319
122,1927-03-24,,"Tambo, Qld, Australia",Qantas,,Charleville - Tambo - Blackall,de Havilland DH-9C,G-AUED,86,3,2,1,3,2.0,1.0,0,"While attempting to land, the engine failed, the aircraft stalled and crashed.",146.2534942,-24.8831342,Charleville-Blackall,49.76208500000001,4.726096,-24.4250565,145.4643163
123,1927-04-15,,"King Hill, Idaho",Varney Air Lines,, ,Swallow Swallow,,A28,1,0,1,1,0.0,1.0,0,Crashed after an unsuccessful attempt at fly into strong headwinds. The engine quit and the plane nosedived into the ground.,-115.2039579,43.0040661, ,,,,
124,1927-04-22,,"Floh, Germany",Deutsche Lufthansa,,Charleville - Tambo - Blackall,Fokker FG III,D-729,1567,2,1,1,2,1.0,1.0,0,Crashed following engine failure.,10.4819945,50.7562528,Charleville-Blackall,49.76208500000001,4.726096,-24.4250565,145.4643163
125,1927-04-22,,"Goshen, Indiana",US Aerial Mail Service,, ,Douglas M-4,626,0,1,0,1,1,0.0,1.0,0,Crashed into a field during a snow storm.,-85.8267552,41.5868377, ,,,,
126,1927-05-02,,"Algiers, Algeria",Air Union,, ,SPCA Meteore 63,F-AIFN,0,3,0,3,1,0.0,1.0,0,The three engine seaplane stalled and crashed into the sea shortly after taking off.,3.0587561,36.753768, ,,,,
127,1927-07-27,,"Amoneburg, Germany",Deutsche Lufthansa,,Kassel - Frankfurt,Junkers F-13,D-206,591,5,3,2,5,3.0,2.0,0,Crashed after experiencing engine failure and attempting to make a forced landing.,8.9219942,50.797725,Kassel-Frankfurt,51.3127114,9.4797461,50.1109221,8.6821267
128,1927-08-22,08:30:00,"Sevenoaks, England",KLM Royal Dutch Airlines,,Croydon - Schiphol,Fokker F-VIII,H-NADU H-NADU,4993,11,9,2,1,0.0,1.0,0,"A broken wire led to the partial loss of the the rudder and a crash landing which resulted in the aircraft striking a tree, killing the flight engineer.",0.190898,51.27241000000001,Croydon-Schiphol,51.3769529,-0.0956895,52.3105386,4.7682744
129,1927-09-03,,"Willington, Connecticut",Colonial Air Transport,, ,Fokker Universal,NC52  , NC52,405,1,0,1,1.0,0.0,1,0,-72.2600655,41.8809434, ,,,,
130,1927-09-17,,"Hadley, New Jersey",Reynolds Airways,,Sightseeing,Fokker F-VII,NC776,4840,12,11,1,7,6.0,1.0,0,The sightseeing plane took off and rose to 400 ft. when the engine failed.  The plane stalled and plunged to the ground in an apple orchard. Engine failure. The pilot was not familiar with the type of aircraft.,-74.4056612,40.0583238, ,,,,
131,1927-09-17,04:05:00,Atlantic Ocean,Private,,Old Orchad Beach - Rome,Fokker F7,NX703,4899/0501,3,1,2,3,1.0,2.0,0,"While flying 1,000 km east of the Canadian coast, the crew sent a mayday message and the aircraft crashed into the ocean two minutes later. The plane was owned by William Randolph Hearst who financed this nonstop transatlantic flight.",-28.6731465,-14.5994134,Old Orchad Beach-Rome,43.5177659,-70.3772911,41.9027835,12.4963655
132,1927-09-23,10:00:00,"Schleiz, Germany",Deutsche Lufthansa,,Berlin - Munich,Dornier Merkur,D-585,75,6,4,2,6,4.0,2.0,0,From an altitude of 500 ft. the plane went out of control and crashed  due to a broken wing strut.,11.8074105,50.5772446,Berlin-Munich,52.52000659999999,13.404954,48.1351253,11.5819806
133,1927-10-06,,"Thies, Mauritania",Lignes Aeriennes Latecoere,,Saint Louis - Dakar,Breguet 14,F-AGBN,229,2,0,2,2,0.0,2.0,0,The plane crashed while attempting to land at Dakar.,-10.940835,21.00789,Saint Louis-Dakar,38.6270025,-90.19940419999999,14.716677,-17.4676861
134,1927-10-30,,"New Brunswick, New Jersey",Colonial Air Transport,, ,Fairchild FC-2,,20,4,3,1,4,3.0,1.0,0,Went into a tailspin and crashed into a corn field about 10 km from the airport.,-74.4518188,40.4862157, ,,,,
135,1927-11-08,,"Strasburg, France",CIDNA,,Strasbourg - Paris,Farman F-121 Jabiru,F-AIBR,1,1,0,1,1,0.0,1.0,0,The mail plane crashed shortly after taking off.,7.752111299999999,48.5734053,Strasbourg-Paris,48.5734053,7.752111299999999,48.856614,2.3522219
136,1927-11-16,,Over the Gulf of Finland,Aero O-Y,,Tallinn - Helsinki,Junkers F-13,K-SALD,798,6,4,2,6,4.0,2.0,0,Crashed in the gulf of Finland and never found.,26.2623373,59.9124514,Tallinn-Helsinki,59.43696079999999,24.7535746,60.16985569999999,24.938379
137,1927-12-28,,"Almeria, Spain",Aeropostale,,Dakar - Casablanca - Alicante - Perpignan - Toulouse,Breguet 14,F-AFGS,227,1,0,1,1,0.0,1.0,0,A fire erupted aboard the mail plane while en route and crashed.,-2.4637136,36.834047,Dakar-Toulouse,14.716677,-17.4676861,43.604652,1.444209
138,1927-12-31,,"Near Marseille,France",Latecoere Airlines,,Test flight,LatÃ©coÃ¨re 23 (flying boat),F-AIHP,2022-01-23 00:00:00,5,0,5,5,0.0,5.0,0,"Suffered structural failure at an altitude of 1,000 ft.",5.36978,43.296482, ,,,,
139,1928-01-08,,"Near Canajoharie, New York",Colonial Western Airlines,,Minola - Albany - Buffalo,Fairchild FC-2,NC3780,39,3,1,2,3,1.0,2.0,0,Became lost in dense fog and flew into trees in the Mohawk Valley while proceeding to Buffalo..,-74.5718073,42.9056288,Minola-Buffalo,,,42.88644679999999,-78.8783689
140,1928-01-16,,"Solis, Uruguay",Aeropostale,F-AIKG,Buenos Aires - Montevideo,Latecoere 25,F-AIKG,633,2,0,2,2,0.0,2.0,0,The wing on the mail plane detached from the aircraft and crashed into the sea.,-55.38349669999999,-34.7871645,Buenos Aires-Montevideo,-34.6036844,-58.3815591,-34.9011127,-56.16453139999999
141,1928-01-22,,"L'Hospitalet, AriÃ¨ge",Aeropostale,,Toulouse - Perpignan - Alicante - Casablanca - Dakar,Breguet 14,  F-AHEQ,0,1,0,1,1,0.0,1.0,0,Crashed after experiencing mechanical difficulties.,2.1164942,41.3661865,Toulouse-Dakar,43.604652,1.444209,14.716677,-17.4676861
142,1928-01-22,,"Tarragona, Spain",Aeropostale,,Casablanca - Alicante - Perpignan - Toulouse,Breguet 14,F-AHEQ,240,2,0,2,2,0.0,2.0,0,Crashed in unknown circumstances.,1.2444909,41.1188827,Casablanca-Toulouse,33.5731104,-7.589843399999999,43.604652,1.444209
143,1928-01-27,,"Almeria, Spain",Aeropostale,,Casablanca - Alicante - Perpignan - Toulouse,Breguet 14,F-AFHN,162,1,0,1,1,0.0,1.0,0,After experiencing turbulence the pilot's seat belt broke and ejecting the pilot.,-2.4637136,36.834047,Casablanca-Toulouse,33.5731104,-7.589843399999999,43.604652,1.444209
144,1928-02-26,,"Marquette, Nebraska",Boeing Air Transport,, ,Boeing 40,NC280,891,2,1,1,1,1.0,0.0,0,The air mail plane crashed into a grove of cottonwood trees and burned. Businessman F.H. Craig was killed and pilot Frank Yegar injured. The pilot descended in altitude due to air pockets.The plane then ran into an air pocket that brought the plane down into the grove of trees.,-98.00966199999999,41.0069471, ,,,,
145,1928-03-11,,"Off Cape Griz Nez, France",Air Union,,Paris - Croydon,Farman F-60 Goliath,F-AEFC,62/6943,2,0,2,2,0.0,2.0,0,Crashed into the sea while delivering mail in poor weather.,1.5829231,50.8710257,Paris-Croydon,48.856614,2.3522219,51.3769529,-0.0956895
146,1928-04-17,,"Federal, Wyoming",Boeing Air Transport,, ,Boeing 40,NC282 NC282,893,2,1,1,1,1.0,0.0,0,Spatial disorientation after entering a snowstorm.,-105.1148266,41.2721268, ,,,,
147,1928-04-19,,"Minuesa, Spain",Iberia Airlines,,Barcelona - Madrid,Rohrbach Roland,M-CCCC,36,9,7,2,9,7.0,2.0,0,Crashed into a field after getting lost in fog.,-2.7618028,41.9101058,Barcelona-Madrid,41.3873974,2.168568,40.4167754,-3.7037902
148,1928-05-07,,"Florianopolis, Brazil Florianopolis, Brazil Florianopolis, Brazil",Aeropostale,, ,Latecoere 26,F-AIMQ,671,5,3,2,1,1.0,0.0,0,An in flight fire caused he pilot to lose control and crash in a field after which a fire erupted.,-48.5569286,-27.5948036, ,,,,
149,1928-05-12,,"Dearborn, Minnesota",Ford Air Freight Inc.,,Dearborn - Buffalo,Ford 4,NC1492,4-AT-001,2,0,2,2,0.0,2.0,0,The cargo plane crashed on itâ€™s inaugural flight. The pilot tried to become airborne without sufficient speed.,-83.17631449999999,42.3222599,Dearborn-Buffalo,42.3222599,-83.17631449999999,42.88644679999999,-78.8783689
150,1928-05-26,,"Radevormwald, Germany",Deutsche Lufthansa,,Essen - Dortmund - Frankfurt,Junkers F-13,D-583,742,5,4,1,3,2.0,1.0,0,"After taking off and encountering fog, the pilot decided to  to make a precautionary landing in a field but t hit a cow, crashed and burned. Pilot error.",7.3590901,51.2015995,Essen-Frankfurt,51.4556432,7.0115552,50.1109221,8.6821267
151,1928-06-14,,"Frankfurt, Germany",Deutsche Lufthansa,, ,AEGK,D-74,439,5,4,1,5,4.0,1.0,0,"The ""Viper"" crashed for unknown reasons.",8.6821267,50.1109221, ,,,,
152,1928-06-22,,"Lebo, Kansas",National Air Transport,,Chicago - Dallas,Douglas M-4,NC1059,628,1,0,1,1,0.0,1.0,0,The mail plane flew into tornado like winds and crashed in a field.,-95.85304409999999,38.4166818,Chicago-Dallas,41.8781136,-87.6297982,32.7766642,-96.79698789999999
153,1928-07-10,,Over the Gulf of Finland,Aero O-Y,,Tallinn - Helsinki,Junkers F-13,K-SALB,760,6,4,2,6,4.0,2.0,0,Crashed under unknown circumstances,26.2623373,59.9124514,Tallinn-Helsinki,59.43696079999999,24.7535746,60.16985569999999,24.938379
154,1928-07-13,,"Purley, England",Imperial Airways,,Testing,Vickers 74 Vulcan,G-EBLB,9,6,5,1,4,4.0,0.0,0,"After the aircraft had climbed to 800 feet it disappeared from view of the airport in a south-west direction. The aircraft crashed into a market garden near Leigh Cottage on Woodcote Road, it was seen by residents flying low over the roof tops with the engine evidently in difficulties. The aircraft crashed into a potato field, the pilot in an open cockpit clambered clear and helped one of the passengers from the enclosed cabin free. The aircraft burst into flames and it was not possible to rescue the other passengers.",-0.119711,51.339228, ,,,,
155,1928-07-24,14:48:00,"Waalhaven, Netherlands",KLM Royal Dutch Airlines,,Sightseeing over Rotterdam,Fokker (KLM) F.III,H-NABR,1533 (KLM-1),6,5,1,1,1.0,0.0,0,"The plane became airborne in a stalled condition, hit a shipsmast and crashed into the Waalhaven.",4.4330984,51.8782381, ,,,,
156,1928-08-25,11:00:00,"Near Port Townsend, BC, Canada",British Columbia Airways,,Victoria - Seattle,Ford 4-AT-B Tri Motor,G-CATX,4-AT-26,7,5,2,7,5.0,2.0,0,Crashed into Puget Sound in dense fog 12 miles off Port Townsend.  Considered the first Canadian air disaster.,-127.6476206,53.7266683,Victoria-Seattle,-36.9847807,143.3906074,47.6062095,-122.3320708
157,1928-09-02,1900-01-03 19:05:00,"Toul, France",CIDNA,,Toul - Clermont-Ferrand,Bleriot Spad 33,F-AIEP,2007-05-01 00:00:00,5,2,3,5,2.0,3.0,0,"After taking off the engine failed, the plane stalled and crashed.",5.890159,48.678296,Toul-Clermont-Ferrand,48.678296,5.890159,28.5494447,-81.77285429999999
158,1928-09-04,,"Adelaide Hills, Australia",Qantas,,Adelaide - Longreach,de Havilland DH.50J,G-AUHI,5,2,0,2,1,0.0,1.0,0,"Following the conclusion of an aerial tour carrying Sir John Salmond, the aircraft departed Adelaide piloted by C. W. A. Scott with an engineer as passenger. Control was lost in the cloud during an attempt to cross the Adelaide Hills",138.8397403,-34.9062557,Adelaide-Longreach,-34.9284989,138.6007456,-23.4403125,144.2506199
159,1928-09-04,11:30:00,"Pocatello, Idaho",National Parks Airways,,Great Falls - Pocatello - Salt Lake City,Fokker Super Universal,NC7242,809,7,6,1,7,6.0,1.0,0,"While flying low and circling six times for a landing, the mail plane went into a nose dive when the pilot headed into the wind and crashed to the ground, rolling over several times.",-112.4506191,42.8621042,Great Falls-Salt Lake City,38.9987208,-77.2538699,40.7607793,-111.8910474
160,1928-09-06,,"Heroldbach, Germany",Deutsche Lufthansa,, ,Fokker FG III,D-180,1531,3,2,1,3,2.0,1.0,0,Crashed due to engine failure.,11.0048276,49.69082419999999, ,,,,
161,1928-10-04,,"Gerona, Spain",Aeropostale,,Casablanca - Alicante - Barcelona - Perpignan - Toulouse,Breguet 14,F-AEEJ F-AEEJ,159,3,2,1,3,2.0,1.0,0,"Encountered fog and crashed into a mountain slope near the monastery of Sant Pere de Rodes, south of LlancÃ ,",2.8214264,41.9794005,Casablanca-Toulouse,33.5731104,-7.589843399999999,43.604652,1.444209
162,1928-10-18,,"Polk, Pennsylvania",National Air Transport,, ,Douglas M-4,NC1064,658,1,0,1,1,0.0,1.0,0,The mail plane crashed into a hill and burned during the night during poor weather conditons.,-79.92922329999999,41.3670014, ,,,,
163,1928-10-31,,"Valence, France",Air Union,,Paris - Lyon - Marseille,Bleriot Spad 56,F-AIMN,4381.9,2,1,1,1,0.0,1.0,0,The pilot attempted an emergency landing in a muddy field and crashed.,4.89236,44.933393,Paris-Marseille,48.856614,2.3522219,43.296482,5.36978
164,1928-11-15,,Off Gibraltar,Aeropostale,,Marseille - Palma de Majorca,Latecoere 32,F-AISN,80,3,0,3,1,0.0,1.0,0,The sea plane stuck a lightning mast and crashed into houses. Pilot error.,-5.353585,36.140751,Marseille-Palma de Majorca,43.296482,5.36978,39.5696005,2.6501603
165,1928-11-24,,"Edgerton, Ohio",Universal Airlines,,Cleveland - Chicago,Hamilton H-47,NC7521,46,3,2,1,3,2.0,1.0,0,The mail plane crashed in a heavy snow storm.,-84.7480123,41.4486619,Cleveland-Chicago,41.49932,-81.6943605,41.8781136,-87.6297982
